Time,Total documents in group,Topic,Fractional documents in topic in group
203,1,Topic 04,0.0
203,1,Topic 05,0.0
203,1,Topic 06,0.02
203,1,Topic 07,0.24000000000000002
203,1,Topic 08,0.0
203,1,Topic 09,0.0
203,1,Topic 10,0.1
203,1,Topic 11,0.0
203,1,Topic 12,0.0
203,1,Topic 13,0.0
203,1,Topic 14,0.1
203,1,Topic 15,0.0
203,1,Topic 16,0.0
203,1,Topic 17,0.02
203,1,Topic 18,0.0
203,1,Topic 19,0.2
203,1,Topic 20,0.0
203,1,Topic 21,0.0
203,1,Topic 22,0.08
203,1,Topic 23,0.0
203,1,Topic 24,0.0
203,1,Topic 25,0.0
203,1,Topic 26,0.0
203,1,Topic 27,0.0
203,1,Topic 28,0.04
203,1,Topic 29,0.0
204,1,Topic 00,0.1142857142857143
204,1,Topic 01,0.0
204,1,Topic 02,0.0
204,1,Topic 03,0.1
204,1,Topic 04,0.0
204,1,Topic 05,0.0
204,1,Topic 06,0.0
204,1,Topic 07,0.0
204,1,Topic 08,0.0
204,1,Topic 09,0.0
204,1,Topic 10,0.0
204,1,Topic 11,0.0
204,1,Topic 12,0.0
204,1,Topic 13,0.0
204,1,Topic 14,0.0
204,1,Topic 15,0.27142857142857146
204,1,Topic 16,0.14285714285714285
204,1,Topic 17,0.014285714285714287
204,1,Topic 18,0.0
204,1,Topic 19,0.0
204,1,Topic 20,0.014285714285714287
204,1,Topic 21,0.1
204,1,Topic 22,0.0
204,1,Topic 23,0.12857142857142856
204,1,Topic 24,0.0
204,1,Topic 25,0.0
204,1,Topic 26,0.0
204,1,Topic 27,0.0
204,1,Topic 28,0.1142857142857143
204,1,Topic 29,0.0
205,1,Topic 00,0.0
205,1,Topic 01,0.05714285714285715
205,1,Topic 02,0.0
205,1,Topic 03,0.0
205,1,Topic 04,0.0
205,1,Topic 05,0.0
205,1,Topic 06,0.0
205,1,Topic 07,0.0
205,1,Topic 08,0.05714285714285715
205,1,Topic 09,0.0
205,1,Topic 10,0.014285714285714287
205,1,Topic 11,0.014285714285714287
205,1,Topic 12,0.0
205,1,Topic 13,0.0
205,1,Topic 14,0.14285714285714285
205,1,Topic 15,0.14285714285714285
205,1,Topic 16,0.2
205,1,Topic 17,0.0
205,1,Topic 18,0.0
205,1,Topic 19,0.0
205,1,Topic 20,0.0
205,1,Topic 21,0.0
205,1,Topic 22,0.0
205,1,Topic 23,0.09999999999999999
205,1,Topic 24,0.0
205,1,Topic 25,0.08571428571428572
205,1,Topic 26,0.014285714285714287
205,1,Topic 27,0.0
205,1,Topic 28,0.17142857142857143
205,1,Topic 29,0.0
206,4,Topic 00,0.16666666666666666
206,4,Topic 01,0.0
206,4,Topic 02,0.21999999999999997
206,4,Topic 03,0.0
206,4,Topic 04,0.15
206,4,Topic 05,0.0
206,4,Topic 06,0.13333333333333333
206,4,Topic 07,0.0
206,4,Topic 08,0.0
206,4,Topic 09,0.5
206,4,Topic 10,0.21999999999999997
206,4,Topic 11,0.016666666666666666
206,4,Topic 12,0.0
206,4,Topic 13,0.18
206,4,Topic 14,0.03333333333333333
206,4,Topic 15,0.06999999999999999
206,4,Topic 16,0.12
206,4,Topic 17,0.15
206,4,Topic 18,0.22
206,4,Topic 19,0.0
206,4,Topic 20,0.15
206,4,Topic 21,0.38
206,4,Topic 22,0.2966666666666667
206,4,Topic 23,0.02
206,4,Topic 24,0.5666666666666667
206,4,Topic 25,0.04
206,4,Topic 26,0.08
206,4,Topic 27,0.15333333333333332
206,4,Topic 28,0.016666666666666666
206,4,Topic 29,0.11666666666666667
207,4,Topic 00,0.2595238095238095
207,4,Topic 01,0.014285714285714287
207,4,Topic 02,0.1595238095238095
207,4,Topic 03,0.0
207,4,Topic 04,0.16666666666666666
207,4,Topic 05,0.20952380952380956
207,4,Topic 06,0.14285714285714285
207,4,Topic 07,0.18333333333333332
207,4,Topic 08,0.1285714285714286
207,4,Topic 09,0.03333333333333333
207,4,Topic 10,0.0
207,4,Topic 11,0.16666666666666666
207,4,Topic 12,0.09999999999999999
207,4,Topic 13,0.0
207,4,Topic 14,0.0
207,4,Topic 15,0.0
207,4,Topic 16,0.0
207,4,Topic 17,0.016666666666666666
207,4,Topic 18,0.16666666666666666
207,4,Topic 19,0.15
207,4,Topic 20,0.49999999999999994
207,4,Topic 21,0.0
207,4,Topic 22,0.4833333333333333
207,4,Topic 23,0.059523809523809534
207,4,Topic 24,0.16666666666666666
207,4,Topic 25,0.09999999999999999
207,4,Topic 26,0.03333333333333333
207,4,Topic 27,0.25
207,4,Topic 28,0.34285714285714286
207,4,Topic 29,0.16666666666666666
208,6,Topic 00,0.27142857142857146
208,6,Topic 01,0.2657142857142857
208,6,Topic 02,0.28571428571428575
208,6,Topic 03,0.08571428571428572
208,6,Topic 04,0.18
208,6,Topic 05,0.2
208,6,Topic 06,0.38
208,6,Topic 07,0.014285714285714287
208,6,Topic 08,0.02
208,6,Topic 09,0.13999999999999999
208,6,Topic 10,0.0
208,6,Topic 11,0.14285714285714285
208,6,Topic 12,0.1285714285714286
208,6,Topic 13,0.1285714285714286
208,6,Topic 14,0.21142857142857147
208,6,Topic 15,0.2
208,6,Topic 16,0.45428571428571435
208,6,Topic 17,0.9628571428571429
208,6,Topic 18,0.2742857142857143
208,6,Topic 19,0.12571428571428572
208,6,Topic 20,0.18
208,6,Topic 21,0.04285714285714286
208,6,Topic 22,0.014285714285714287
208,6,Topic 23,0.09714285714285714
208,6,Topic 24,0.28
208,6,Topic 25,0.02
208,6,Topic 26,0.1142857142857143
208,6,Topic 27,0.08571428571428572
208,6,Topic 28,0.0
208,6,Topic 29,0.6942857142857144
209,4,Topic 00,0.2
209,4,Topic 01,0.6742857142857142
209,4,Topic 02,0.27142857142857146
209,4,Topic 03,0.0
209,4,Topic 04,0.0
209,4,Topic 05,0.0
209,4,Topic 06,0.04285714285714286
209,4,Topic 07,0.0
209,4,Topic 08,0.0
209,4,Topic 09,0.0
209,4,Topic 10,0.1685714285714286
209,4,Topic 11,0.13999999999999999
209,4,Topic 12,0.18
209,4,Topic 13,0.4257142857142857
209,4,Topic 14,0.014285714285714287
209,4,Topic 15,0.04
209,4,Topic 16,0.12
209,4,Topic 17,0.0
209,4,Topic 18,0.0
209,4,Topic 19,0.0
209,4,Topic 20,0.22
209,4,Topic 21,0.24857142857142858
209,4,Topic 22,0.0
209,4,Topic 23,0.22
209,4,Topic 24,0.04
209,4,Topic 25,0.18
209,4,Topic 26,0.02
209,4,Topic 27,0.2
209,4,Topic 28,0.19999999999999998
209,4,Topic 29,0.3942857142857143
210,1,Topic 00,0.0
210,1,Topic 01,0.04
210,1,Topic 02,0.2
210,1,Topic 03,0.18
210,1,Topic 04,0.0
210,1,Topic 05,0.2
210,1,Topic 06,0.0
210,1,Topic 07,0.0
210,1,Topic 08,0.0
210,1,Topic 09,0.0
210,1,Topic 10,0.0
210,1,Topic 11,0.02
210,1,Topic 12,0.02
210,1,Topic 13,0.0
210,1,Topic 14,0.0
210,1,Topic 15,0.0
210,1,Topic 16,0.13999999999999999
210,1,Topic 17,0.0
210,1,Topic 18,0.0
210,1,Topic 19,0.0
210,1,Topic 20,0.0
210,1,Topic 21,0.0
210,1,Topic 22,0.0
210,1,Topic 23,0.0
210,1,Topic 24,0.0
210,1,Topic 25,0.2
210,1,Topic 26,0.0
210,1,Topic 27,0.0
210,1,Topic 28,0.0
210,1,Topic 29,0.0
211,3,Topic 00,0.52
211,3,Topic 01,0.0
211,3,Topic 02,0.0
211,3,Topic 03,0.06
211,3,Topic 04,0.16
211,3,Topic 05,0.0
211,3,Topic 06,0.34
211,3,Topic 07,0.0
211,3,Topic 08,0.0
211,3,Topic 09,0.2
211,3,Topic 10,0.0
211,3,Topic 11,0.0
211,3,Topic 12,0.0
211,3,Topic 13,0.06
211,3,Topic 14,0.24
211,3,Topic 15,0.18
211,3,Topic 16,0.04
211,3,Topic 17,0.0
211,3,Topic 18,0.0
211,3,Topic 19,0.16
211,3,Topic 20,0.0
211,3,Topic 21,0.18
211,3,Topic 22,0.0
211,3,Topic 23,0.1
211,3,Topic 24,0.0
211,3,Topic 25,0.2
211,3,Topic 26,0.0
211,3,Topic 27,0.2
211,3,Topic 28,0.2
211,3,Topic 29,0.16
212,2,Topic 00,0.0
212,2,Topic 01,0.12
212,2,Topic 02,0.0
212,2,Topic 03,0.38
212,2,Topic 04,0.0
212,2,Topic 05,0.0
212,2,Topic 06,0.04
212,2,Topic 07,0.36
212,2,Topic 08,0.2
212,2,Topic 09,0.02
212,2,Topic 10,0.04
212,2,Topic 11,0.0
212,2,Topic 12,0.04
212,2,Topic 13,0.0
212,2,Topic 14,0.0
212,2,Topic 15,0.0
212,2,Topic 16,0.3
212,2,Topic 17,0.02
212,2,Topic 18,0.0
212,2,Topic 19,0.0
212,2,Topic 20,0.2
212,2,Topic 21,0.0
212,2,Topic 22,0.0
212,2,Topic 23,0.04
212,2,Topic 24,0.2
212,2,Topic 25,0.02
212,2,Topic 26,0.0
212,2,Topic 27,0.0
212,2,Topic 28,0.0
212,2,Topic 29,0.02
213,3,Topic 00,0.0
213,3,Topic 01,0.14285714285714285
213,3,Topic 02,0.21904761904761905
213,3,Topic 03,0.18
213,3,Topic 04,0.0
213,3,Topic 05,0.0
213,3,Topic 06,0.02
213,3,Topic 07,0.0
213,3,Topic 08,0.31666666666666665
213,3,Topic 09,0.2333333333333333
213,3,Topic 10,0.2785714285714286
213,3,Topic 11,0.13333333333333333
213,3,Topic 12,0.17666666666666667
213,3,Topic 13,0.0
213,3,Topic 14,0.030952380952380953
213,3,Topic 15,0.0
213,3,Topic 16,0.03333333333333333
213,3,Topic 17,0.0
213,3,Topic 18,0.3761904761904762
213,3,Topic 19,0.0
213,3,Topic 20,0.03666666666666667
213,3,Topic 21,0.29285714285714287
213,3,Topic 22,0.0
213,3,Topic 23,0.2
213,3,Topic 24,0.028571428571428574
213,3,Topic 25,0.0
213,3,Topic 26,0.09285714285714286
213,3,Topic 27,0.17142857142857143
213,3,Topic 28,0.016666666666666666
213,3,Topic 29,0.02
214,4,Topic 00,0.25
214,4,Topic 01,0.2222222222222222
214,4,Topic 02,0.0
214,4,Topic 03,0.12857142857142856
214,4,Topic 04,0.11111111111111112
214,4,Topic 05,0.44206349206349205
214,4,Topic 06,0.0
214,4,Topic 07,0.1285714285714286
214,4,Topic 08,0.014285714285714287
214,4,Topic 09,0.0
214,4,Topic 10,0.028571428571428574
214,4,Topic 11,0.14285714285714285
214,4,Topic 12,0.0642857142857143
214,4,Topic 13,0.0
214,4,Topic 14,0.1
214,4,Topic 15,0.09999999999999999
214,4,Topic 16,0.25396825396825395
214,4,Topic 17,0.0
214,4,Topic 18,0.0
214,4,Topic 19,0.42301587301587296
214,4,Topic 20,0.16666666666666666
214,4,Topic 21,0.011111111111111112
214,4,Topic 22,0.14285714285714285
214,4,Topic 23,0.55
214,4,Topic 24,0.0
214,4,Topic 25,0.0
214,4,Topic 26,0.014285714285714287
214,4,Topic 27,0.30634920634920637
214,4,Topic 28,0.1253968253968254
214,4,Topic 29,0.27380952380952384
215,4,Topic 00,0.2
215,4,Topic 01,0.0
215,4,Topic 02,0.32
215,4,Topic 03,0.7133333333333333
215,4,Topic 04,0.08
215,4,Topic 05,0.0
215,4,Topic 06,0.23333333333333334
215,4,Topic 07,0.0
215,4,Topic 08,0.02
215,4,Topic 09,0.13333333333333333
215,4,Topic 10,0.18
215,4,Topic 11,0.06
215,4,Topic 12,0.4
215,4,Topic 13,0.12
215,4,Topic 14,0.0
215,4,Topic 15,0.0
215,4,Topic 16,0.41000000000000003
215,4,Topic 17,0.0
215,4,Topic 18,0.1
215,4,Topic 19,0.22
215,4,Topic 20,0.0
215,4,Topic 21,0.016666666666666666
215,4,Topic 22,0.0
215,4,Topic 23,0.2
215,4,Topic 24,0.0
215,4,Topic 25,0.04
215,4,Topic 26,0.02
215,4,Topic 27,0.3333333333333333
215,4,Topic 28,0.0
215,4,Topic 29,0.2
216,3,Topic 00,0.18
216,3,Topic 01,0.15333333333333332
216,3,Topic 02,0.125
216,3,Topic 03,0.0
216,3,Topic 04,0.0
216,3,Topic 05,0.19583333333333333
216,3,Topic 06,0.025
216,3,Topic 07,0.1375
216,3,Topic 08,0.18333333333333332
216,3,Topic 09,0.0
216,3,Topic 10,0.18
216,3,Topic 11,0.0
216,3,Topic 12,0.0125
216,3,Topic 13,0.15
216,3,Topic 14,0.0
216,3,Topic 15,0.02
216,3,Topic 16,0.0
216,3,Topic 17,0.125
216,3,Topic 18,0.0
216,3,Topic 19,0.16666666666666666
216,3,Topic 20,0.13333333333333333
216,3,Topic 21,0.6933333333333334
216,3,Topic 22,0.0
216,3,Topic 23,0.03333333333333333
216,3,Topic 24,0.0
216,3,Topic 25,0.05333333333333333
216,3,Topic 26,0.0
216,3,Topic 27,0.2
216,3,Topic 28,0.2125
216,3,Topic 29,0.02
217,1,Topic 00,0.0
217,1,Topic 01,0.0
217,1,Topic 02,0.0
217,1,Topic 03,0.08571428571428572
217,1,Topic 04,0.0
217,1,Topic 05,0.0
217,1,Topic 06,0.14285714285714285
217,1,Topic 07,0.1285714285714286
217,1,Topic 08,0.09999999999999999
217,1,Topic 09,0.014285714285714287
217,1,Topic 10,0.0
217,1,Topic 11,0.0
217,1,Topic 12,0.0
217,1,Topic 13,0.0
217,1,Topic 14,0.0
217,1,Topic 15,0.0
217,1,Topic 16,0.0
217,1,Topic 17,0.014285714285714287
217,1,Topic 18,0.0
217,1,Topic 19,0.0
217,1,Topic 20,0.04285714285714286
217,1,Topic 21,0.0
217,1,Topic 22,0.0
217,1,Topic 23,0.47142857142857153
217,1,Topic 24,0.0
217,1,Topic 25,0.0
217,1,Topic 26,0.0
217,1,Topic 27,0.0
217,1,Topic 28,0.0
217,1,Topic 29,0.0
219,4,Topic 00,0.02
219,4,Topic 01,0.19249999999999998
219,4,Topic 02,0.1
219,4,Topic 03,0.5399999999999999
219,4,Topic 04,0.02
219,4,Topic 05,0.22
219,4,Topic 06,0.07250000000000001
219,4,Topic 07,0.1
219,4,Topic 08,0.31250000000000006
219,4,Topic 09,0.4
219,4,Topic 10,0.0
219,4,Topic 11,0.0
219,4,Topic 12,0.18
219,4,Topic 13,0.02
219,4,Topic 14,0.02
219,4,Topic 15,0.0
219,4,Topic 16,0.02
219,4,Topic 17,0.0
219,4,Topic 18,0.1525
219,4,Topic 19,0.0
219,4,Topic 20,0.052500000000000005
219,4,Topic 21,0.10250000000000001
219,4,Topic 22,0.38
219,4,Topic 23,0.0125
219,4,Topic 24,0.02
219,4,Topic 25,0.0125
219,4,Topic 26,0.0
219,4,Topic 27,0.38
219,4,Topic 28,0.365
219,4,Topic 29,0.305
220,2,Topic 00,0.1
220,2,Topic 01,0.0375
220,2,Topic 02,0.0
220,2,Topic 03,0.0
220,2,Topic 04,0.08333333333333333
220,2,Topic 05,0.4333333333333333
220,2,Topic 06,0.5
220,2,Topic 07,0.0
220,2,Topic 08,0.0
220,2,Topic 09,0.0
220,2,Topic 10,0.0
220,2,Topic 11,0.14583333333333334
220,2,Topic 12,0.09999999999999999
220,2,Topic 13,0.11249999999999999
220,2,Topic 14,0.0
220,2,Topic 15,0.0
220,2,Topic 16,0.0
220,2,Topic 17,0.0
220,2,Topic 18,0.0
220,2,Topic 19,0.0
220,2,Topic 20,0.016666666666666666
220,2,Topic 21,0.11666666666666665
220,2,Topic 22,0.21666666666666665
220,2,Topic 23,0.1125
220,2,Topic 24,0.0
220,2,Topic 25,0.0
220,2,Topic 26,0.0
220,2,Topic 27,0.0125
220,2,Topic 28,0.0125
220,2,Topic 29,0.0
221,5,Topic 00,0.13095238095238093
221,5,Topic 01,0.35
221,5,Topic 02,0.13095238095238093
221,5,Topic 03,0.15
221,5,Topic 04,0.26666666666666666
221,5,Topic 05,0.0
221,5,Topic 06,0.016666666666666666
221,5,Topic 07,0.0
221,5,Topic 08,0.26666666666666666
221,5,Topic 09,0.3119047619047619
221,5,Topic 10,0.18333333333333332
221,5,Topic 11,0.014285714285714287
221,5,Topic 12,0.1595238095238095
221,5,Topic 13,0.35
221,5,Topic 14,0.016666666666666666
221,5,Topic 15,0.2880952380952381
221,5,Topic 16,0.5
221,5,Topic 17,0.0
221,5,Topic 18,0.16666666666666666
221,5,Topic 19,0.016666666666666666
221,5,Topic 20,0.15
221,5,Topic 21,0.3595238095238095
221,5,Topic 22,0.016666666666666666
221,5,Topic 23,0.05714285714285715
221,5,Topic 24,0.030952380952380953
221,5,Topic 25,0.014285714285714287
221,5,Topic 26,0.35000000000000003
221,5,Topic 27,0.2595238095238095
221,5,Topic 28,0.1595238095238095
221,5,Topic 29,0.2833333333333333
222,2,Topic 00,0.0
222,2,Topic 01,0.04
222,2,Topic 02,0.0
222,2,Topic 03,0.0
222,2,Topic 04,0.0
222,2,Topic 05,0.0
222,2,Topic 06,0.04
222,2,Topic 07,0.0
222,2,Topic 08,0.16
222,2,Topic 09,0.2828571428571428
222,2,Topic 10,0.0
222,2,Topic 11,0.1142857142857143
222,2,Topic 12,0.14285714285714288
222,2,Topic 13,0.0
222,2,Topic 14,0.0
222,2,Topic 15,0.0
222,2,Topic 16,0.4
222,2,Topic 17,0.09999999999999999
222,2,Topic 18,0.014285714285714287
222,2,Topic 19,0.0
222,2,Topic 20,0.02
222,2,Topic 21,0.0
222,2,Topic 22,0.0
222,2,Topic 23,0.0
222,2,Topic 24,0.0
222,2,Topic 25,0.04285714285714286
222,2,Topic 26,0.014285714285714287
222,2,Topic 27,0.2
222,2,Topic 28,0.3
222,2,Topic 29,0.1285714285714286
223,2,Topic 00,0.0
223,2,Topic 01,0.28
223,2,Topic 02,0.02
223,2,Topic 03,0.0
223,2,Topic 04,0.04
223,2,Topic 05,0.02
223,2,Topic 06,0.0
223,2,Topic 07,0.02
223,2,Topic 08,0.0
223,2,Topic 09,0.0
223,2,Topic 10,0.0
223,2,Topic 11,0.02
223,2,Topic 12,0.0
223,2,Topic 13,0.42000000000000004
223,2,Topic 14,0.1
223,2,Topic 15,0.0
223,2,Topic 16,0.02
223,2,Topic 17,0.0
223,2,Topic 18,0.22
223,2,Topic 19,0.0
223,2,Topic 20,0.0
223,2,Topic 21,0.04
223,2,Topic 22,0.13999999999999999
223,2,Topic 23,0.0
223,2,Topic 24,0.19999999999999998
223,2,Topic 25,0.08
223,2,Topic 26,0.2
223,2,Topic 27,0.0
223,2,Topic 28,0.0
223,2,Topic 29,0.18
224,3,Topic 00,0.565
224,3,Topic 01,0.0
224,3,Topic 02,0.0
224,3,Topic 03,0.1125
224,3,Topic 04,0.16
224,3,Topic 05,0.02
224,3,Topic 06,0.0
224,3,Topic 07,0.0125
224,3,Topic 08,0.265
224,3,Topic 09,0.2
224,3,Topic 10,0.4475
224,3,Topic 11,0.0
224,3,Topic 12,0.16
224,3,Topic 13,0.0125
224,3,Topic 14,0.0
224,3,Topic 15,0.125
224,3,Topic 16,0.0
224,3,Topic 17,0.05
224,3,Topic 18,0.0
224,3,Topic 19,0.0
224,3,Topic 20,0.0
224,3,Topic 21,0.125
224,3,Topic 22,0.02
224,3,Topic 23,0.0
224,3,Topic 24,0.2
224,3,Topic 25,0.0
224,3,Topic 26,0.0
224,3,Topic 27,0.305
224,3,Topic 28,0.22
224,3,Topic 29,0.0
225,1,Topic 00,0.0
225,1,Topic 01,0.0
225,1,Topic 02,0.0
225,1,Topic 03,0.12
225,1,Topic 04,0.31999999999999995
225,1,Topic 05,0.0
225,1,Topic 06,0.14
225,1,Topic 07,0.13999999999999999
225,1,Topic 08,0.0
225,1,Topic 09,0.0
225,1,Topic 10,0.0
225,1,Topic 11,0.0
225,1,Topic 12,0.0
225,1,Topic 13,0.12
225,1,Topic 14,0.0
225,1,Topic 15,0.0
225,1,Topic 16,0.0
225,1,Topic 17,0.0
225,1,Topic 18,0.0
225,1,Topic 19,0.0
225,1,Topic 20,0.0
225,1,Topic 21,0.0
225,1,Topic 22,0.08
225,1,Topic 23,0.08
225,1,Topic 24,0.0
225,1,Topic 25,0.0
225,1,Topic 26,0.0
225,1,Topic 27,0.0
225,1,Topic 28,0.0
225,1,Topic 29,0.0
226,4,Topic 00,0.2625
226,4,Topic 01,0.0125
226,4,Topic 02,0.0
226,4,Topic 03,0.18
226,4,Topic 04,0.0
226,4,Topic 05,0.4541666666666666
226,4,Topic 06,0.0
226,4,Topic 07,0.0
226,4,Topic 08,0.18
226,4,Topic 09,0.0875
226,4,Topic 10,0.0125
226,4,Topic 11,0.0125
226,4,Topic 12,0.3466666666666667
226,4,Topic 13,0.0375
226,4,Topic 14,0.0625
226,4,Topic 15,0.6833333333333333
226,4,Topic 16,0.0
226,4,Topic 17,0.325
226,4,Topic 18,0.0
226,4,Topic 19,0.07916666666666666
226,4,Topic 20,0.125
226,4,Topic 21,0.0
226,4,Topic 22,0.0
226,4,Topic 23,0.02
226,4,Topic 24,0.0
226,4,Topic 25,0.37916666666666665
226,4,Topic 26,0.0
226,4,Topic 27,0.2
226,4,Topic 28,0.34
226,4,Topic 29,0.2
227,4,Topic 00,0.049999999999999996
227,4,Topic 01,0.18333333333333332
227,4,Topic 02,0.13333333333333333
227,4,Topic 03,0.13333333333333333
227,4,Topic 04,0.0
227,4,Topic 05,0.18333333333333332
227,4,Topic 06,0.016666666666666666
227,4,Topic 07,0.44999999999999996
227,4,Topic 08,0.18333333333333332
227,4,Topic 09,0.3333333333333333
227,4,Topic 10,0.05
227,4,Topic 11,0.18333333333333332
227,4,Topic 12,0.35
227,4,Topic 13,0.016666666666666666
227,4,Topic 14,0.19999999999999998
227,4,Topic 15,0.15
227,4,Topic 16,0.0
227,4,Topic 17,0.15
227,4,Topic 18,0.16666666666666666
227,4,Topic 19,0.0
227,4,Topic 20,0.3666666666666667
227,4,Topic 21,0.03333333333333333
227,4,Topic 22,0.0
227,4,Topic 23,0.19999999999999998
227,4,Topic 24,0.0
227,4,Topic 25,0.0
227,4,Topic 26,0.016666666666666666
227,4,Topic 27,0.31666666666666665
227,4,Topic 28,0.049999999999999996
227,4,Topic 29,0.08333333333333333
228,5,Topic 00,0.16
228,5,Topic 01,0.2
228,5,Topic 02,0.0
228,5,Topic 03,0.02
228,5,Topic 04,0.02
228,5,Topic 05,0.0
228,5,Topic 06,0.16666666666666666
228,5,Topic 07,0.36333333333333334
228,5,Topic 08,0.28
228,5,Topic 09,0.0
228,5,Topic 10,0.16
228,5,Topic 11,0.11666666666666665
228,5,Topic 12,0.016666666666666666
228,5,Topic 13,0.16666666666666666
228,5,Topic 14,0.06
228,5,Topic 15,0.2
228,5,Topic 16,0.4
228,5,Topic 17,0.42000000000000004
228,5,Topic 18,0.2
228,5,Topic 19,0.56
228,5,Topic 20,0.46
228,5,Topic 21,0.04
228,5,Topic 22,0.23666666666666666
228,5,Topic 23,0.02
228,5,Topic 24,0.19999999999999998
228,5,Topic 25,0.02
228,5,Topic 26,0.0
228,5,Topic 27,0.05333333333333333
228,5,Topic 28,0.33999999999999997
228,5,Topic 29,0.12
229,24,Topic 00,0.5575
229,24,Topic 01,0.7174999999999999
229,24,Topic 02,1.100515873015873
229,24,Topic 03,0.8317460317460317
229,24,Topic 04,0.5787301587301588
229,24,Topic 05,1.1775
229,24,Topic 06,0.6553968253968255
229,24,Topic 07,1.9685714285714284
229,24,Topic 08,0.9149999999999999
229,24,Topic 09,0.551388888888889
229,24,Topic 10,0.37916666666666665
229,24,Topic 11,0.36916666666666664
229,24,Topic 12,1.3991666666666667
229,24,Topic 13,1.059761904761905
229,24,Topic 14,0.9841666666666666
229,24,Topic 15,1.8084126984126982
229,24,Topic 16,0.6716666666666667
229,24,Topic 17,0.6511904761904761
229,24,Topic 18,1.0983333333333334
229,24,Topic 19,0.8297619047619048
229,24,Topic 20,0.7832539682539684
229,24,Topic 21,0.5514285714285715
229,24,Topic 22,0.2872619047619048
229,24,Topic 23,0.49642857142857144
229,24,Topic 24,0.17666666666666664
229,24,Topic 25,0.695079365079365
229,24,Topic 26,0.3791666666666667
229,24,Topic 27,0.8067857142857142
229,24,Topic 28,0.7504761904761905
229,24,Topic 29,0.7688095238095238
230,35,Topic 00,0.30666666666666664
230,35,Topic 01,3.659047619047619
230,35,Topic 02,1.4961904761904763
230,35,Topic 03,0.8958333333333333
230,35,Topic 04,1.0392857142857144
230,35,Topic 05,1.5827380952380954
230,35,Topic 06,0.535
230,35,Topic 07,1.563452380952381
230,35,Topic 08,2.0251190476190475
230,35,Topic 09,1.6863095238095234
230,35,Topic 10,0.896984126984127
230,35,Topic 11,0.4842857142857142
230,35,Topic 12,1.355
230,35,Topic 13,0.6346428571428572
230,35,Topic 14,0.820079365079365
230,35,Topic 15,1.0403968253968254
230,35,Topic 16,0.867857142857143
230,35,Topic 17,1.6195238095238096
230,35,Topic 18,0.2115476190476191
230,35,Topic 19,0.5501190476190476
230,35,Topic 20,1.2550396825396826
230,35,Topic 21,1.721190476190476
230,35,Topic 22,0.7607142857142856
230,35,Topic 23,1.520833333333333
230,35,Topic 24,0.8573809523809524
230,35,Topic 25,0.8266666666666665
230,35,Topic 26,0.8692857142857143
230,35,Topic 27,1.7609523809523808
230,35,Topic 28,1.2169047619047617
230,35,Topic 29,0.9409523809523811
231,21,Topic 00,0.6304761904761904
231,21,Topic 01,1.6252380952380951
231,21,Topic 02,0.6928571428571428
231,21,Topic 03,0.3745238095238095
231,21,Topic 04,0.6795238095238096
231,21,Topic 05,0.9295238095238095
231,21,Topic 06,0.38666666666666666
231,21,Topic 07,0.3410714285714286
231,21,Topic 08,0.550952380952381
231,21,Topic 09,0.37833333333333335
231,21,Topic 10,0.18666666666666665
231,21,Topic 11,0.9434920634920634
231,21,Topic 12,0.7716666666666667
231,21,Topic 13,0.5122222222222222
231,21,Topic 14,0.75
231,21,Topic 15,0.5111111111111111
231,21,Topic 16,0.3133333333333333
231,21,Topic 17,1.2526984126984129
231,21,Topic 18,0.4073809523809524
231,21,Topic 19,1.0495238095238097
231,21,Topic 20,1.396785714285714
231,21,Topic 21,0.09261904761904761
231,21,Topic 22,0.5776190476190476
231,21,Topic 23,0.9759523809523811
231,21,Topic 24,1.0885714285714285
231,21,Topic 25,0.3834920634920635
231,21,Topic 26,0.35253968253968254
231,21,Topic 27,1.0944047619047619
231,21,Topic 28,0.9640873015873015
231,21,Topic 29,0.7866666666666666
232,12,Topic 00,0.7766666666666666
232,12,Topic 01,0.26
232,12,Topic 02,0.9657142857142857
232,12,Topic 03,1.159047619047619
232,12,Topic 04,0.2976190476190476
232,12,Topic 05,0.09428571428571429
232,12,Topic 06,0.29000000000000004
232,12,Topic 07,0.3
232,12,Topic 08,0.33999999999999997
232,12,Topic 09,0.3628571428571429
232,12,Topic 10,0.7823809523809524
232,12,Topic 11,0.0
232,12,Topic 12,0.14857142857142858
232,12,Topic 13,0.36238095238095236
232,12,Topic 14,0.72
232,12,Topic 15,0.9452380952380952
232,12,Topic 16,0.16285714285714284
232,12,Topic 17,0.5333333333333333
232,12,Topic 18,0.32285714285714284
232,12,Topic 19,0.36
232,12,Topic 20,0.4666666666666666
232,12,Topic 21,0.10333333333333333
232,12,Topic 22,0.3142857142857143
232,12,Topic 23,0.16666666666666666
232,12,Topic 24,0.4019047619047619
232,12,Topic 25,0.23095238095238096
232,12,Topic 26,0.45285714285714285
232,12,Topic 27,0.03666666666666667
232,12,Topic 28,0.34285714285714286
232,12,Topic 29,0.30000000000000004
233,21,Topic 00,1.1516666666666668
233,21,Topic 01,0.4225
233,21,Topic 02,0.9428571428571428
233,21,Topic 03,0.8785714285714287
233,21,Topic 04,1.0
233,21,Topic 05,0.325
233,21,Topic 06,0.9005952380952381
233,21,Topic 07,0.2471428571428571
233,21,Topic 08,0.4619047619047619
233,21,Topic 09,0.8304761904761904
