Time,Total documents in group,Topic,Fractional documents in topic in group
132,5,Topic 21,0.42916666666666664
132,5,Topic 22,0.016666666666666666
132,5,Topic 23,0.2
132,5,Topic 24,0.1625
132,5,Topic 25,0.016666666666666666
132,5,Topic 26,0.0
132,5,Topic 27,0.15
132,5,Topic 28,0.2491666666666667
132,5,Topic 29,0.36
133,7,Topic 00,0.0
133,7,Topic 01,0.1325
133,7,Topic 02,0.05714285714285715
133,7,Topic 03,0.18571428571428572
133,7,Topic 04,0.27714285714285714
133,7,Topic 05,0.325
133,7,Topic 06,0.0
133,7,Topic 07,0.17714285714285713
133,7,Topic 08,0.14285714285714288
133,7,Topic 09,0.2267857142857143
133,7,Topic 10,0.125
133,7,Topic 11,1.102142857142857
133,7,Topic 12,0.39714285714285713
133,7,Topic 13,0.25142857142857145
133,7,Topic 14,0.1285714285714286
133,7,Topic 15,0.0
133,7,Topic 16,0.7107142857142859
133,7,Topic 17,0.0
133,7,Topic 18,0.125
133,7,Topic 19,0.32000000000000006
133,7,Topic 20,0.014285714285714287
133,7,Topic 21,0.6114285714285714
133,7,Topic 22,0.12
133,7,Topic 23,0.2142857142857143
133,7,Topic 24,0.17357142857142857
133,7,Topic 25,0.32785714285714285
133,7,Topic 26,0.2542857142857143
133,7,Topic 27,0.0
133,7,Topic 28,0.2
133,7,Topic 29,0.4
134,3,Topic 00,0.029166666666666667
134,3,Topic 01,0.0
134,3,Topic 02,0.0
134,3,Topic 03,0.15416666666666667
134,3,Topic 04,0.0
134,3,Topic 05,0.0
134,3,Topic 06,0.2
134,3,Topic 07,0.14583333333333334
134,3,Topic 08,0.05
134,3,Topic 09,0.0
134,3,Topic 10,0.0
134,3,Topic 11,0.0
134,3,Topic 12,0.125
134,3,Topic 13,0.0
134,3,Topic 14,0.19166666666666665
134,3,Topic 15,0.16666666666666666
134,3,Topic 16,0.03333333333333333
134,3,Topic 17,0.0375
134,3,Topic 18,0.125
134,3,Topic 19,0.125
134,3,Topic 20,0.0325
134,3,Topic 21,0.11666666666666665
134,3,Topic 22,0.0
134,3,Topic 23,0.28500000000000003
134,3,Topic 24,0.3075
134,3,Topic 25,0.325
134,3,Topic 26,0.0
134,3,Topic 27,0.016666666666666666
134,3,Topic 28,0.2
134,3,Topic 29,0.3333333333333333
135,6,Topic 00,0.14337662337662338
135,6,Topic 01,0.0
135,6,Topic 02,0.4425
135,6,Topic 03,0.0
135,6,Topic 04,0.08409090909090909
135,6,Topic 05,0.18409090909090908
135,6,Topic 06,0.0
135,6,Topic 07,0.16666666666666666
135,6,Topic 08,0.2031926406926407
135,6,Topic 09,0.0
135,6,Topic 10,0.09318181818181819
135,6,Topic 11,0.7000000000000001
135,6,Topic 12,0.29642857142857143
135,6,Topic 13,0.2619047619047619
135,6,Topic 14,0.5568181818181819
135,6,Topic 15,0.15535714285714286
135,6,Topic 16,0.37500000000000006
135,6,Topic 17,0.32619047619047614
135,6,Topic 18,0.27424242424242423
135,6,Topic 19,0.4643939393939394
135,6,Topic 20,0.26515151515151514
135,6,Topic 21,0.2875
135,6,Topic 22,0.16886363636363635
135,6,Topic 23,0.05822510822510822
135,6,Topic 24,0.0
135,6,Topic 25,0.028571428571428574
135,6,Topic 26,0.27999999999999997
135,6,Topic 27,0.09090909090909091
135,6,Topic 28,0.07905844155844156
135,6,Topic 29,0.014285714285714287
136,6,Topic 00,0.0
136,6,Topic 01,0.0
136,6,Topic 02,0.0
136,6,Topic 03,0.22
136,6,Topic 04,0.5371428571428571
136,6,Topic 05,0.16285714285714284
136,6,Topic 06,0.06
136,6,Topic 07,0.36
136,6,Topic 08,0.12
136,6,Topic 09,0.13999999999999999
136,6,Topic 10,0.22
136,6,Topic 11,0.39571428571428574
136,6,Topic 12,0.04
136,6,Topic 13,0.71
136,6,Topic 14,0.0
136,6,Topic 15,0.2
136,6,Topic 16,0.016666666666666666
136,6,Topic 17,0.13999999999999999
136,6,Topic 18,0.04
136,6,Topic 19,0.6766666666666666
136,6,Topic 20,0.29333333333333333
136,6,Topic 21,0.0
136,6,Topic 22,0.21333333333333332
136,6,Topic 23,0.2833333333333333
136,6,Topic 24,0.02
136,6,Topic 25,0.07666666666666666
136,6,Topic 26,0.38285714285714284
136,6,Topic 27,0.08
136,6,Topic 28,0.34285714285714286
136,6,Topic 29,0.26857142857142857
137,10,Topic 00,0.5541666666666667
137,10,Topic 01,0.0
137,10,Topic 02,0.4191666666666667
137,10,Topic 03,0.2
137,10,Topic 04,0.6599999999999999
137,10,Topic 05,1.0616666666666668
137,10,Topic 06,0.0
137,10,Topic 07,0.45714285714285713
137,10,Topic 08,0.22107142857142859
137,10,Topic 09,0.16666666666666666
137,10,Topic 10,0.02
137,10,Topic 11,2.017261904761905
137,10,Topic 12,0.8648809523809522
137,10,Topic 13,0.38666666666666666
137,10,Topic 14,0.5158333333333334
137,10,Topic 15,0.16
137,10,Topic 16,0.1392857142857143
137,10,Topic 17,0.0
137,10,Topic 18,0.0
137,10,Topic 19,0.15
137,10,Topic 20,0.15
137,10,Topic 21,0.049166666666666664
137,10,Topic 22,0.22
137,10,Topic 23,0.09999999999999999
137,10,Topic 24,0.2533333333333333
137,10,Topic 25,0.016666666666666666
137,10,Topic 26,0.2333333333333333
137,10,Topic 27,0.016666666666666666
137,10,Topic 28,0.5666666666666667
137,10,Topic 29,0.40035714285714286
138,7,Topic 00,0.2
138,7,Topic 01,0.14285714285714285
138,7,Topic 02,0.06
138,7,Topic 03,0.18571428571428572
138,7,Topic 04,0.2142857142857143
138,7,Topic 05,0.0
138,7,Topic 06,0.8428571428571429
138,7,Topic 07,0.14285714285714285
138,7,Topic 08,0.29
138,7,Topic 09,0.16666666666666666
138,7,Topic 10,0.016666666666666666
138,7,Topic 11,0.83
138,7,Topic 12,0.0
138,7,Topic 13,0.30952380952380953
138,7,Topic 14,0.4714285714285715
138,7,Topic 15,0.0
138,7,Topic 16,0.014285714285714287
138,7,Topic 17,0.4547619047619047
138,7,Topic 18,0.0
138,7,Topic 19,0.3085714285714286
138,7,Topic 20,0.3571428571428572
138,7,Topic 21,0.17142857142857143
138,7,Topic 22,0.3571428571428572
138,7,Topic 23,0.14285714285714285
138,7,Topic 24,0.05952380952380952
138,7,Topic 25,0.33428571428571424
138,7,Topic 26,0.05
138,7,Topic 27,0.3414285714285714
138,7,Topic 28,0.23095238095238094
138,7,Topic 29,0.3047619047619048
139,2,Topic 00,0.03428571428571429
139,2,Topic 01,0.02
139,2,Topic 02,0.0
139,2,Topic 03,0.1742857142857143
139,2,Topic 04,0.1142857142857143
139,2,Topic 05,0.18
139,2,Topic 06,0.2
139,2,Topic 07,0.014285714285714287
139,2,Topic 08,0.028571428571428574
139,2,Topic 09,0.0
139,2,Topic 10,0.0
139,2,Topic 11,0.16285714285714284
139,2,Topic 12,0.0
139,2,Topic 13,0.0
139,2,Topic 14,0.0
139,2,Topic 15,0.0
139,2,Topic 16,0.2
139,2,Topic 17,0.0
139,2,Topic 18,0.27142857142857146
139,2,Topic 19,0.0
139,2,Topic 20,0.0
139,2,Topic 21,0.19999999999999998
139,2,Topic 22,0.0
139,2,Topic 23,0.0
139,2,Topic 24,0.0
139,2,Topic 25,0.15714285714285714
139,2,Topic 26,0.09999999999999999
139,2,Topic 27,0.0
139,2,Topic 28,0.0
139,2,Topic 29,0.14285714285714285
140,4,Topic 00,0.26285714285714284
140,4,Topic 01,0.02
140,4,Topic 02,0.24000000000000002
140,4,Topic 03,0.0
140,4,Topic 04,0.16
140,4,Topic 05,0.0
140,4,Topic 06,0.6028571428571429
140,4,Topic 07,0.2142857142857143
140,4,Topic 08,0.13999999999999999
140,4,Topic 09,0.0
140,4,Topic 10,0.1
140,4,Topic 11,0.06
140,4,Topic 12,0.0
140,4,Topic 13,0.38
140,4,Topic 14,0.0
140,4,Topic 15,0.06
140,4,Topic 16,0.0
140,4,Topic 17,0.04
140,4,Topic 18,0.0
140,4,Topic 19,0.32285714285714284
140,4,Topic 20,0.36
140,4,Topic 21,0.02
140,4,Topic 22,0.18
140,4,Topic 23,0.0
140,4,Topic 24,0.02
140,4,Topic 25,0.2857142857142857
140,4,Topic 26,0.14285714285714285
140,4,Topic 27,0.08
140,4,Topic 28,0.2885714285714286
140,4,Topic 29,0.02
141,4,Topic 00,0.2
141,4,Topic 01,0.02
141,4,Topic 02,0.016666666666666666
141,4,Topic 03,0.0
141,4,Topic 04,0.11666666666666665
141,4,Topic 05,0.13333333333333333
141,4,Topic 06,0.016666666666666666
141,4,Topic 07,0.0
141,4,Topic 08,0.0
141,4,Topic 09,0.33
141,4,Topic 10,0.19999999999999998
141,4,Topic 11,0.42000000000000004
141,4,Topic 12,0.13333333333333333
141,4,Topic 13,0.18
141,4,Topic 14,0.16666666666666666
141,4,Topic 15,0.2
141,4,Topic 16,0.0
141,4,Topic 17,0.18
141,4,Topic 18,0.32666666666666666
141,4,Topic 19,0.0
141,4,Topic 20,0.05333333333333333
141,4,Topic 21,0.14666666666666664
141,4,Topic 22,0.2033333333333333
141,4,Topic 23,0.016666666666666666
141,4,Topic 24,0.016666666666666666
141,4,Topic 25,0.31666666666666665
141,4,Topic 26,0.2
141,4,Topic 27,0.13999999999999999
141,4,Topic 28,0.16666666666666666
141,4,Topic 29,0.09999999999999999
143,3,Topic 00,0.05333333333333333
143,3,Topic 01,0.25
143,3,Topic 02,0.0
143,3,Topic 03,0.33999999999999997
143,3,Topic 04,0.25
143,3,Topic 05,0.0
143,3,Topic 06,0.016666666666666666
143,3,Topic 07,0.35
143,3,Topic 08,0.0
143,3,Topic 09,0.016666666666666666
143,3,Topic 10,0.03333333333333333
143,3,Topic 11,0.19333333333333333
143,3,Topic 12,0.0
143,3,Topic 13,0.2833333333333333
143,3,Topic 14,0.03333333333333333
143,3,Topic 15,0.11666666666666665
143,3,Topic 16,0.16666666666666666
143,3,Topic 17,0.0
143,3,Topic 18,0.0
143,3,Topic 19,0.0
143,3,Topic 20,0.016666666666666666
143,3,Topic 21,0.06666666666666667
143,3,Topic 22,0.2
143,3,Topic 23,0.16666666666666666
143,3,Topic 24,0.2
143,3,Topic 25,0.0
143,3,Topic 26,0.04
143,3,Topic 27,0.04
143,3,Topic 28,0.03333333333333333
143,3,Topic 29,0.13333333333333333
144,5,Topic 00,0.09111111111111111
144,5,Topic 01,0.0
144,5,Topic 02,0.0
144,5,Topic 03,0.1111111111111111
144,5,Topic 04,0.0
144,5,Topic 05,0.125
144,5,Topic 06,0.16
144,5,Topic 07,0.4033333333333333
144,5,Topic 08,0.04
144,5,Topic 09,0.41777777777777775
144,5,Topic 10,0.049166666666666664
144,5,Topic 11,0.18944444444444444
144,5,Topic 12,0.15
144,5,Topic 13,0.13
144,5,Topic 14,0.1111111111111111
144,5,Topic 15,0.1111111111111111
144,5,Topic 16,0.0
144,5,Topic 17,0.5
144,5,Topic 18,0.15361111111111111
144,5,Topic 19,0.16666666666666666
144,5,Topic 20,0.011111111111111112
144,5,Topic 21,0.26555555555555554
144,5,Topic 22,0.18666666666666668
144,5,Topic 23,0.2375
144,5,Topic 24,0.1111111111111111
144,5,Topic 25,0.011111111111111112
144,5,Topic 26,0.395
144,5,Topic 27,0.38750000000000007
144,5,Topic 28,0.02
144,5,Topic 29,0.465
145,4,Topic 00,0.2625
145,4,Topic 01,0.48500000000000004
145,4,Topic 02,0.18
145,4,Topic 03,0.13428571428571429
145,4,Topic 04,0.23142857142857143
145,4,Topic 05,0.22
145,4,Topic 06,0.0
145,4,Topic 07,0.1125
145,4,Topic 08,0.12
145,4,Topic 09,0.0
145,4,Topic 10,0.30178571428571427
145,4,Topic 11,0.0
145,4,Topic 12,0.21428571428571427
145,4,Topic 13,0.028571428571428574
145,4,Topic 14,0.04
145,4,Topic 15,0.05
145,4,Topic 16,0.15000000000000002
145,4,Topic 17,0.095
145,4,Topic 18,0.0
145,4,Topic 19,0.15714285714285717
145,4,Topic 20,0.0
145,4,Topic 21,0.06
145,4,Topic 22,0.0
145,4,Topic 23,0.41750000000000004
145,4,Topic 24,0.0
145,4,Topic 25,0.14857142857142858
145,4,Topic 26,0.4
145,4,Topic 27,0.15714285714285714
145,4,Topic 28,0.014285714285714287
145,4,Topic 29,0.02
146,6,Topic 00,0.21666666666666667
146,6,Topic 01,1.2509523809523806
146,6,Topic 02,0.0
146,6,Topic 03,0.0
146,6,Topic 04,0.09999999999999999
146,6,Topic 05,0.0
146,6,Topic 06,0.572857142857143
146,6,Topic 07,0.21666666666666667
146,6,Topic 08,0.016666666666666666
146,6,Topic 09,0.014285714285714287
146,6,Topic 10,0.12
146,6,Topic 11,0.0
146,6,Topic 12,0.16
146,6,Topic 13,0.0
146,6,Topic 14,0.11666666666666665
146,6,Topic 15,0.3
146,6,Topic 16,0.15999999999999998
146,6,Topic 17,0.16333333333333333
146,6,Topic 18,0.0
146,6,Topic 19,0.02
146,6,Topic 20,1.1752380952380954
146,6,Topic 21,0.07666666666666666
146,6,Topic 22,0.0
146,6,Topic 23,0.14285714285714285
146,6,Topic 24,0.02
146,6,Topic 25,0.21428571428571427
146,6,Topic 26,0.4
146,6,Topic 27,0.0
146,6,Topic 28,0.3628571428571429
146,6,Topic 29,0.18
147,2,Topic 00,0.0
147,2,Topic 01,0.54
147,2,Topic 02,0.0
147,2,Topic 03,0.0
147,2,Topic 04,0.0
147,2,Topic 05,0.011111111111111112
147,2,Topic 06,0.04
147,2,Topic 07,0.011111111111111112
147,2,Topic 08,0.22888888888888886
147,2,Topic 09,0.0
147,2,Topic 10,0.0
147,2,Topic 11,0.3222222222222222
147,2,Topic 12,0.0
147,2,Topic 13,0.0
147,2,Topic 14,0.0
147,2,Topic 15,0.03333333333333333
147,2,Topic 16,0.1111111111111111
147,2,Topic 17,0.1111111111111111
147,2,Topic 18,0.011111111111111112
147,2,Topic 19,0.0
147,2,Topic 20,0.0
147,2,Topic 21,0.0
147,2,Topic 22,0.16666666666666669
147,2,Topic 23,0.1
147,2,Topic 24,0.2
147,2,Topic 25,0.0
147,2,Topic 26,0.011111111111111112
147,2,Topic 27,0.06
147,2,Topic 28,0.042222222222222223
147,2,Topic 29,0.0
148,1,Topic 00,0.0
148,1,Topic 01,0.0
148,1,Topic 02,0.0
148,1,Topic 03,0.0
148,1,Topic 04,0.0
148,1,Topic 05,0.0
148,1,Topic 06,0.0
148,1,Topic 07,0.0
148,1,Topic 08,0.0
148,1,Topic 09,0.0
148,1,Topic 10,0.0
148,1,Topic 11,0.4
148,1,Topic 12,0.0
148,1,Topic 13,0.2
148,1,Topic 14,0.0
148,1,Topic 15,0.06
148,1,Topic 16,0.0
148,1,Topic 17,0.2
148,1,Topic 18,0.06
148,1,Topic 19,0.0
148,1,Topic 20,0.0
148,1,Topic 21,0.0
148,1,Topic 22,0.0
148,1,Topic 23,0.0
148,1,Topic 24,0.0
148,1,Topic 25,0.0
148,1,Topic 26,0.0
148,1,Topic 27,0.0
148,1,Topic 28,0.08
148,1,Topic 29,0.0
149,1,Topic 00,0.014285714285714287
149,1,Topic 01,0.34285714285714286
149,1,Topic 02,0.0
149,1,Topic 03,0.04285714285714286
149,1,Topic 04,0.0
149,1,Topic 05,0.0
149,1,Topic 06,0.1285714285714286
149,1,Topic 07,0.0
149,1,Topic 08,0.0
149,1,Topic 09,0.0
149,1,Topic 10,0.0
149,1,Topic 11,0.0
149,1,Topic 12,0.0
149,1,Topic 13,0.0
149,1,Topic 14,0.0
149,1,Topic 15,0.14285714285714285
149,1,Topic 16,0.0
149,1,Topic 17,0.09999999999999999
149,1,Topic 18,0.0
149,1,Topic 19,0.0
149,1,Topic 20,0.0
149,1,Topic 21,0.2285714285714286
149,1,Topic 22,0.0
149,1,Topic 23,0.0
149,1,Topic 24,0.0
149,1,Topic 25,0.0
149,1,Topic 26,0.0
149,1,Topic 27,0.0
149,1,Topic 28,0.0
149,1,Topic 29,0.0
150,1,Topic 00,0.0
150,1,Topic 01,0.0
150,1,Topic 02,0.0
150,1,Topic 03,0.18
150,1,Topic 04,0.0
150,1,Topic 05,0.0
150,1,Topic 06,0.0
150,1,Topic 07,0.0
150,1,Topic 08,0.0
150,1,Topic 09,0.2
150,1,Topic 10,0.0
150,1,Topic 11,0.0
150,1,Topic 12,0.2
150,1,Topic 13,0.0
150,1,Topic 14,0.0
150,1,Topic 15,0.0
150,1,Topic 16,0.0
150,1,Topic 17,0.19999999999999998
150,1,Topic 18,0.18
150,1,Topic 19,0.0
150,1,Topic 20,0.0
150,1,Topic 21,0.0
150,1,Topic 22,0.0
150,1,Topic 23,0.02
150,1,Topic 24,0.0
150,1,Topic 25,0.0
150,1,Topic 26,0.02
150,1,Topic 27,0.0
150,1,Topic 28,0.0
150,1,Topic 29,0.0
151,2,Topic 00,0.028571428571428574
151,2,Topic 01,0.32857142857142857
151,2,Topic 02,0.0
151,2,Topic 03,0.05714285714285715
151,2,Topic 04,0.0
151,2,Topic 05,0.0
151,2,Topic 06,0.17714285714285713
151,2,Topic 07,0.0
151,2,Topic 08,0.0
151,2,Topic 09,0.38
151,2,Topic 10,0.0
151,2,Topic 11,0.0
151,2,Topic 12,0.0
151,2,Topic 13,0.1
151,2,Topic 14,0.2
151,2,Topic 15,0.09999999999999999
151,2,Topic 16,0.0
151,2,Topic 17,0.24
151,2,Topic 18,0.06
151,2,Topic 19,0.014285714285714287
151,2,Topic 20,0.0
151,2,Topic 21,0.18571428571428572
151,2,Topic 22,0.0
151,2,Topic 23,0.0
151,2,Topic 24,0.014285714285714287
151,2,Topic 25,0.08
151,2,Topic 26,0.0
151,2,Topic 27,0.0
151,2,Topic 28,0.03428571428571429
151,2,Topic 29,0.0
153,3,Topic 00,0.2
153,3,Topic 01,0.15
153,3,Topic 02,0.06666666666666667
153,3,Topic 03,0.075
153,3,Topic 04,0.11666666666666667
153,3,Topic 05,0.016666666666666666
153,3,Topic 06,0.016666666666666666
153,3,Topic 07,0.0125
153,3,Topic 08,0.0
153,3,Topic 09,0.0
153,3,Topic 10,0.16666666666666666
153,3,Topic 11,0.0
153,3,Topic 12,0.0375
153,3,Topic 13,0.016666666666666666
153,3,Topic 14,0.11666666666666665
153,3,Topic 15,0.13333333333333333
153,3,Topic 16,0.1958333333333333
153,3,Topic 17,0.049999999999999996
153,3,Topic 18,0.13333333333333333
153,3,Topic 19,0.0
153,3,Topic 20,0.04166666666666667
153,3,Topic 21,0.2125
153,3,Topic 22,0.3
153,3,Topic 23,0.4666666666666667
153,3,Topic 24,0.0
153,3,Topic 25,0.016666666666666666
153,3,Topic 26,0.2583333333333333
153,3,Topic 27,0.025
153,3,Topic 28,0.0125
153,3,Topic 29,0.16249999999999998
154,3,Topic 00,0.5866666666666667
154,3,Topic 01,0.25333333333333335
154,3,Topic 02,0.43000000000000005
154,3,Topic 03,0.044444444444444446
154,3,Topic 04,0.06666666666666667
154,3,Topic 05,0.0
154,3,Topic 06,0.16666666666666666
154,3,Topic 07,0.011111111111111112
154,3,Topic 08,0.18333333333333335
154,3,Topic 09,0.0
154,3,Topic 10,0.0
154,3,Topic 11,0.05
154,3,Topic 12,0.016666666666666666
154,3,Topic 13,0.11111111111111112
154,3,Topic 14,0.0
154,3,Topic 15,0.042222222222222223
154,3,Topic 16,0.011111111111111112
154,3,Topic 17,0.18
154,3,Topic 18,0.07777777777777778
154,3,Topic 19,0.0
154,3,Topic 20,0.011111111111111112
154,3,Topic 21,0.07777777777777778
154,3,Topic 22,0.016666666666666666
154,3,Topic 23,0.1111111111111111
154,3,Topic 24,0.0
154,3,Topic 25,0.02
154,3,Topic 26,0.011111111111111112
154,3,Topic 27,0.2111111111111111
154,3,Topic 28,0.011111111111111112
154,3,Topic 29,0.29888888888888887
155,3,Topic 00,0.14285714285714285
155,3,Topic 01,0.04
155,3,Topic 02,0.20857142857142857
155,3,Topic 03,0.0
155,3,Topic 04,0.02
155,3,Topic 05,0.02
155,3,Topic 06,0.20857142857142857
155,3,Topic 07,0.08
155,3,Topic 08,0.0
155,3,Topic 09,0.19714285714285712
155,3,Topic 10,0.0
155,3,Topic 11,0.0
155,3,Topic 12,0.2
155,3,Topic 13,0.02
155,3,Topic 14,0.2571428571428572
155,3,Topic 15,0.7085714285714286
155,3,Topic 16,0.0
155,3,Topic 17,0.0
155,3,Topic 18,0.0
155,3,Topic 19,0.0
155,3,Topic 20,0.34285714285714286
155,3,Topic 21,0.16
155,3,Topic 22,0.0
155,3,Topic 23,0.014285714285714287
155,3,Topic 24,0.0
155,3,Topic 25,0.0
155,3,Topic 26,0.18
155,3,Topic 27,0.0
155,3,Topic 28,0.2
155,3,Topic 29,0.0
156,3,Topic 00,0.1142857142857143
156,3,Topic 01,0.0
156,3,Topic 02,0.0
156,3,Topic 03,0.0
156,3,Topic 04,0.06363636363636363
156,3,Topic 05,0.02727272727272727
156,3,Topic 06,0.009090909090909092
156,3,Topic 07,0.18181818181818182
156,3,Topic 08,0.02727272727272727
156,3,Topic 09,0.22
156,3,Topic 10,0.014285714285714287
156,3,Topic 11,0.13999999999999999
156,3,Topic 12,0.014285714285714287
156,3,Topic 13,0.0
156,3,Topic 14,0.2142857142857143
156,3,Topic 15,0.02
156,3,Topic 16,0.0
156,3,Topic 17,0.09090909090909091
156,3,Topic 18,0.02
156,3,Topic 19,0.0
156,3,Topic 20,0.0
156,3,Topic 21,0.0
156,3,Topic 22,0.23636363636363636
156,3,Topic 23,0.014285714285714287
156,3,Topic 24,0.21272727272727274
156,3,Topic 25,0.2342857142857143
156,3,Topic 26,0.14285714285714285
156,3,Topic 27,0.5935064935064935
156,3,Topic 28,0.15454545454545454
156,3,Topic 29,0.2542857142857143
157,4,Topic 00,0.1
157,4,Topic 01,0.3433333333333333
157,4,Topic 02,1.0666666666666667
157,4,Topic 03,0.13333333333333333
157,4,Topic 04,0.0
157,4,Topic 05,0.02
157,4,Topic 06,0.18
157,4,Topic 07,0.24666666666666665
157,4,Topic 08,0.016666666666666666
157,4,Topic 09,0.0
157,4,Topic 10,0.0
157,4,Topic 11,0.1
157,4,Topic 12,0.1
157,4,Topic 13,0.0
157,4,Topic 14,0.13333333333333333
157,4,Topic 15,0.18
157,4,Topic 16,0.0
157,4,Topic 17,0.33666666666666667
157,4,Topic 18,0.09999999999999999
157,4,Topic 19,0.08333333333333333
157,4,Topic 20,0.08
157,4,Topic 21,0.0
157,4,Topic 22,0.0
157,4,Topic 23,0.06666666666666667
157,4,Topic 24,0.24666666666666665
157,4,Topic 25,0.20666666666666664
157,4,Topic 26,0.03333333333333333
157,4,Topic 27,0.016666666666666666
157,4,Topic 28,0.15
157,4,Topic 29,0.06
158,5,Topic 00,0.22
158,5,Topic 01,0.16285714285714287
158,5,Topic 02,0.19999999999999998
158,5,Topic 03,0.18
158,5,Topic 04,0.04
158,5,Topic 05,0.4
158,5,Topic 06,0.42000000000000004
158,5,Topic 07,0.0
158,5,Topic 08,0.0
158,5,Topic 09,0.0
158,5,Topic 10,0.2571428571428572
158,5,Topic 11,0.0
158,5,Topic 12,0.02
158,5,Topic 13,0.0
158,5,Topic 14,0.07142857142857142
158,5,Topic 15,0.12000000000000001
158,5,Topic 16,0.14285714285714285
158,5,Topic 17,0.07714285714285715
158,5,Topic 18,0.5314285714285715
158,5,Topic 19,0.52
158,5,Topic 20,0.2142857142857143
158,5,Topic 21,0.04285714285714286
158,5,Topic 22,0.0
158,5,Topic 23,0.0
158,5,Topic 24,0.2142857142857143
158,5,Topic 25,0.06285714285714286
158,5,Topic 26,0.4142857142857143
158,5,Topic 27,0.1
158,5,Topic 28,0.56
158,5,Topic 29,0.028571428571428574
159,4,Topic 00,0.04166666666666667
159,4,Topic 01,0.24
159,4,Topic 02,0.36666666666666664
159,4,Topic 03,0.38
159,4,Topic 04,0.25
159,4,Topic 05,0.325
159,4,Topic 06,0.0
159,4,Topic 07,0.0
159,4,Topic 08,0.0
159,4,Topic 09,0.0
159,4,Topic 10,0.0125
159,4,Topic 11,0.0375
159,4,Topic 12,0.2633333333333333
159,4,Topic 13,0.029166666666666667
159,4,Topic 14,0.0
159,4,Topic 15,0.0
159,4,Topic 16,0.0
159,4,Topic 17,0.0
159,4,Topic 18,0.15
159,4,Topic 19,0.25
159,4,Topic 20,0.22916666666666669
159,4,Topic 21,0.30333333333333334
159,4,Topic 22,0.016666666666666666
159,4,Topic 23,0.2
159,4,Topic 24,0.4125
159,4,Topic 25,0.21250000000000002
159,4,Topic 26,0.2
159,4,Topic 27,0.08
159,4,Topic 28,0.0
159,4,Topic 29,0.0
200,6,Topic 00,0.0
200,6,Topic 01,0.016666666666666666
200,6,Topic 02,0.1392857142857143
200,6,Topic 03,0.016666666666666666
200,6,Topic 04,0.1142857142857143
200,6,Topic 05,0.3238095238095238
200,6,Topic 06,0.8642857142857142
200,6,Topic 07,0.2625
200,6,Topic 08,0.37619047619047613
200,6,Topic 09,0.6321428571428571
200,6,Topic 10,0.16666666666666666
200,6,Topic 11,0.0
200,6,Topic 12,0.125
200,6,Topic 13,0.14285714285714285
200,6,Topic 14,0.125
200,6,Topic 15,0.13333333333333333
200,6,Topic 16,0.31666666666666665
200,6,Topic 17,0.0125
200,6,Topic 18,0.6333333333333333
200,6,Topic 19,0.0
200,6,Topic 20,0.016666666666666666
200,6,Topic 21,0.1619047619047619
200,6,Topic 22,0.3
200,6,Topic 23,0.1476190476190476
200,6,Topic 24,0.0
200,6,Topic 25,0.016666666666666666
200,6,Topic 26,0.16666666666666666
200,6,Topic 27,0.2333333333333333
200,6,Topic 28,0.27499999999999997
200,6,Topic 29,0.28095238095238095
201,5,Topic 00,0.13428571428571429
201,5,Topic 01,0.2142857142857143
201,5,Topic 02,0.1142857142857143
201,5,Topic 03,0.37666666666666665
201,5,Topic 04,0.016666666666666666
201,5,Topic 05,0.20666666666666667
201,5,Topic 06,0.2833333333333333
201,5,Topic 07,0.8252380952380952
201,5,Topic 08,0.2
201,5,Topic 09,0.36
201,5,Topic 10,0.11666666666666665
201,5,Topic 11,0.014285714285714287
201,5,Topic 12,0.0
201,5,Topic 13,0.5466666666666666
201,5,Topic 14,0.0
201,5,Topic 15,0.2
201,5,Topic 16,0.2142857142857143
201,5,Topic 17,0.08428571428571428
201,5,Topic 18,0.23333333333333334
201,5,Topic 19,0.03666666666666667
201,5,Topic 20,0.2857142857142857
201,5,Topic 21,0.3085714285714286
201,5,Topic 22,0.03666666666666667
201,5,Topic 23,0.0
201,5,Topic 24,0.0
201,5,Topic 25,0.0
201,5,Topic 26,0.05714285714285715
201,5,Topic 27,0.07
201,5,Topic 28,0.047619047619047616
201,5,Topic 29,0.016666666666666666
202,5,Topic 00,0.3119047619047619
202,5,Topic 01,0.25535714285714284
202,5,Topic 02,0.16666666666666666
202,5,Topic 03,0.016666666666666666
202,5,Topic 04,0.29523809523809524
202,5,Topic 05,0.030952380952380953
202,5,Topic 06,0.0125
202,5,Topic 07,0.4380952380952381
202,5,Topic 08,0.16666666666666666
202,5,Topic 09,0.014285714285714287
202,5,Topic 10,0.016666666666666666
202,5,Topic 11,0.016666666666666666
202,5,Topic 12,0.09999999999999999
202,5,Topic 13,0.045238095238095244
202,5,Topic 14,0.11666666666666667
202,5,Topic 15,0.014285714285714287
202,5,Topic 16,0.17142857142857143
202,5,Topic 17,0.455952380952381
202,5,Topic 18,0.15535714285714286
202,5,Topic 19,0.0
202,5,Topic 20,0.2785714285714286
202,5,Topic 21,0.14285714285714285
202,5,Topic 22,0.08571428571428572
202,5,Topic 23,0.045238095238095244
202,5,Topic 24,0.6125000000000002
202,5,Topic 25,0.5077380952380952
202,5,Topic 26,0.25
202,5,Topic 27,0.0
202,5,Topic 28,0.016666666666666666
202,5,Topic 29,0.26011904761904764
203,1,Topic 00,0.0
203,1,Topic 01,0.0
203,1,Topic 02,0.0
203,1,Topic 03,0.2
